Seq,Receipt #,post_date,other id,invoice #,header memo,batch,doc date,detail memo,fund,account,cc1,cc2,cc3,debit,credit
1,95000147787,08/19/2013,2794,251766,251766,08/13HFS,08/19/2013,251766,500,1218,"","","",0,202.56
2,95000147787,08/19/2013,2794,251766,251766,08/13HFS,08/19/2013,251766,100,1000,"","","",202.56,0
3,95000147787,08/19/2013,2794,251766,251766,08/13HFS,08/19/2013,251766,500,3990,"","","",202.56,0
4,95000147787,08/19/2013,2794,251766,251766,08/13HFS,08/19/2013,251766,100,3990,"","","",0,202.56
1,95000147787,08/19/2013,2004,252628-1,252628-1,08/13HFS,08/19/2013,252628-1,500,1218,"","","",0,675.2
2,95000147787,08/19/2013,2004,252628-1,252628-1,08/13HFS,08/19/2013,252628-1,100,1000,"","","",675.2,0
3,95000147787,08/19/2013,2004,252628-1,252628-1,08/13HFS,08/19/2013,252628-1,500,3990,"","","",675.2,0
4,95000147787,08/19/2013,2004,252628-1,252628-1,08/13HFS,08/19/2013,252628-1,100,3990,"","","",0,675.2
1,95000147787,08/19/2013,2938,252648-1,252648-1,08/13HFS,08/19/2013,252648-1,500,1218,"","","",0,422.0
2,95000147787,08/19/2013,2938,252648-1,252648-1,08/13HFS,08/19/2013,252648-1,100,1000,"","","",422.0,0
3,95000147787,08/19/2013,2938,252648-1,252648-1,08/13HFS,08/19/2013,252648-1,500,3990,"","","",422.0,0
4,95000147787,08/19/2013,2938,252648-1,252648-1,08/13HFS,08/19/2013,252648-1,100,3990,"","","",0,422.0
1,95000147787,08/19/2013,2763,252655-1,252655-1,08/13HFS,08/19/2013,252655-1,500,1218,"","","",0,1181.6
2,95000147787,08/19/2013,2763,252655-1,252655-1,08/13HFS,08/19/2013,252655-1,100,1000,"","","",1181.6,0
3,95000147787,08/19/2013,2763,252655-1,252655-1,08/13HFS,08/19/2013,252655-1,500,3990,"","","",1181.6,0
4,95000147787,08/19/2013,2763,252655-1,252655-1,08/13HFS,08/19/2013,252655-1,100,3990,"","","",0,1181.6
1,95000147787,08/19/2013,2808,252663-1,252663-1,08/13HFS,08/19/2013,252663-1,500,1218,"","","",0,894.64
2,95000147787,08/19/2013,2808,252663-1,252663-1,08/13HFS,08/19/2013,252663-1,100,1000,"","","",894.64,0
3,95000147787,08/19/2013,2808,252663-1,252663-1,08/13HFS,08/19/2013,252663-1,500,3990,"","","",894.64,0
4,95000147787,08/19/2013,2808,252663-1,252663-1,08/13HFS,08/19/2013,252663-1,100,3990,"","","",0,894.64
1,98000004770,08/19/2013,1818,245467,245467,08/13SHP,08/19/2013,245467,300,1204,"","","",0,1922.4
2,98000004770,08/19/2013,1818,245467,245467,08/13SHP,08/19/2013,245467,100,1000,"","","",1922.4,0
3,98000004770,08/19/2013,1818,245467,245467,08/13SHP,08/19/2013,245467,300,3990,"","","",1922.4,0
4,98000004770,08/19/2013,1818,245467,245467,08/13SHP,08/19/2013,245467,100,3990,"","","",0,1922.4
1,98000004770,08/19/2013,2599,250215,250215,08/13SHP,08/19/2013,250215,300,1204,"","","",0,1196.16
2,98000004770,08/19/2013,2599,250215,250215,08/13SHP,08/19/2013,250215,100,1000,"","","",1196.16,0
3,98000004770,08/19/2013,2599,250215,250215,08/13SHP,08/19/2013,250215,300,3990,"","","",1196.16,0
4,98000004770,08/19/2013,2599,250215,250215,08/13SHP,08/19/2013,250215,100,3990,"","","",0,1196.16
1,98000004770,08/19/2013,2594,250218,250218,08/13SHP,08/19/2013,250218,300,1204,"","","",0,626.56
2,98000004770,08/19/2013,2594,250218,250218,08/13SHP,08/19/2013,250218,100,1000,"","","",626.56,0
3,98000004770,08/19/2013,2594,250218,250218,08/13SHP,08/19/2013,250218,300,3990,"","","",626.56,0
4,98000004770,08/19/2013,2594,250218,250218,08/13SHP,08/19/2013,250218,100,3990,"","","",0,626.56
1,98000004770,08/19/2013,2639,250223,250223,08/13SHP,08/19/2013,250223,300,1204,"","","",0,996.8
2,98000004770,08/19/2013,2639,250223,250223,08/13SHP,08/19/2013,250223,100,1000,"","","",996.8,0
3,98000004770,08/19/2013,2639,250223,250223,08/13SHP,08/19/2013,250223,300,3990,"","","",996.8,0
4,98000004770,08/19/2013,2639,250223,250223,08/13SHP,08/19/2013,250223,100,3990,"","","",0,996.8
1,98000004770,08/19/2013,2632,250234,250234,08/13SHP,08/19/2013,250234,300,1204,"","","",0,669.28
2,98000004770,08/19/2013,2632,250234,250234,08/13SHP,08/19/2013,250234,100,1000,"","","",669.28,0
3,98000004770,08/19/2013,2632,250234,250234,08/13SHP,08/19/2013,250234,300,3990,"","","",669.28,0
4,98000004770,08/19/2013,2632,250234,250234,08/13SHP,08/19/2013,250234,100,3990,"","","",0,669.28
1,98000004770,08/19/2013,2543,250240,250240,08/13SHP,08/19/2013,250240,300,1204,"","","",0,569.6
2,98000004770,08/19/2013,2543,250240,250240,08/13SHP,08/19/2013,250240,100,1000,"","","",569.6,0
3,98000004770,08/19/2013,2543,250240,250240,08/13SHP,08/19/2013,250240,300,3990,"","","",569.6,0
4,98000004770,08/19/2013,2543,250240,250240,08/13SHP,08/19/2013,250240,100,3990,"","","",0,569.6
1,98000004770,08/19/2013,2733,250241,250241,08/13SHP,08/19/2013,250241,300,1204,"","","",0,284.8
2,98000004770,08/19/2013,2733,250241,250241,08/13SHP,08/19/2013,250241,100,1000,"","","",284.8,0
3,98000004770,08/19/2013,2733,250241,250241,08/13SHP,08/19/2013,250241,300,3990,"","","",284.8,0
4,98000004770,08/19/2013,2733,250241,250241,08/13SHP,08/19/2013,250241,100,3990,"","","",0,284.8
1,98000004770,08/19/2013,1522,250246,250246,08/13SHP,08/19/2013,250246,300,1204,"","","",0,227.84
2,98000004770,08/19/2013,1522,250246,250246,08/13SHP,08/19/2013,250246,100,1000,"","","",227.84,0
3,98000004770,08/19/2013,1522,250246,250246,08/13SHP,08/19/2013,250246,300,3990,"","","",227.84,0
4,98000004770,08/19/2013,1522,250246,250246,08/13SHP,08/19/2013,250246,100,3990,"","","",0,227.84
1,98000004770,08/19/2013,1766,250254,250254,08/13SHP,08/19/2013,250254,300,1204,"","","",0,683.52
2,98000004770,08/19/2013,1766,250254,250254,08/13SHP,08/19/2013,250254,100,1000,"","","",683.52,0
3,98000004770,08/19/2013,1766,250254,250254,08/13SHP,08/19/2013,250254,300,3990,"","","",683.52,0
4,98000004770,08/19/2013,1766,250254,250254,08/13SHP,08/19/2013,250254,100,3990,"","","",0,683.52
1,98000004770,08/19/2013,1735,251098,251098,08/13SHP,08/19/2013,251098,300,1204,"","","",0,42.72
2,98000004770,08/19/2013,1735,251098,251098,08/13SHP,08/19/2013,251098,100,1000,"","","",42.72,0
3,98000004770,08/19/2013,1735,251098,251098,08/13SHP,08/19/2013,251098,300,3990,"","","",42.72,0
4,98000004770,08/19/2013,1735,251098,251098,08/13SHP,08/19/2013,251098,100,3990,"","","",0,42.72
1,98000004770,08/19/2013,1735,251099,251099,08/13SHP,08/19/2013,251099,300,1204,"","","",0,56.96
2,98000004770,08/19/2013,1735,251099,251099,08/13SHP,08/19/2013,251099,100,1000,"","","",56.96,0
3,98000004770,08/19/2013,1735,251099,251099,08/13SHP,08/19/2013,251099,300,3990,"","","",56.96,0
4,98000004770,08/19/2013,1735,251099,251099,08/13SHP,08/19/2013,251099,100,3990,"","","",0,56.96
1,98000004770,08/19/2013,1967,251100,251100,08/13SHP,08/19/2013,251100,300,1204,"","","",0,797.44
2,98000004770,08/19/2013,1967,251100,251100,08/13SHP,08/19/2013,251100,100,1000,"","","",797.44,0
3,98000004770,08/19/2013,1967,251100,251100,08/13SHP,08/19/2013,251100,300,3990,"","","",797.44,0
4,98000004770,08/19/2013,1967,251100,251100,08/13SHP,08/19/2013,251100,100,3990,"","","",0,797.44
1,98000004770,08/19/2013,2133,251103,251103,08/13SHP,08/19/2013,251103,300,1204,"","","",0,498.4
2,98000004770,08/19/2013,2133,251103,251103,08/13SHP,08/19/2013,251103,100,1000,"","","",498.4,0
3,98000004770,08/19/2013,2133,251103,251103,08/13SHP,08/19/2013,251103,300,3990,"","","",498.4,0
4,98000004770,08/19/2013,2133,251103,251103,08/13SHP,08/19/2013,251103,100,3990,"","","",0,498.4
1,98000004770,08/19/2013,2645,251105,251105,08/13SHP,08/19/2013,251105,300,1204,"","","",0,35.6
2,98000004770,08/19/2013,2645,251105,251105,08/13SHP,08/19/2013,251105,100,1000,"","","",35.6,0
3,98000004770,08/19/2013,2645,251105,251105,08/13SHP,08/19/2013,251105,300,3990,"","","",35.6,0
4,98000004770,08/19/2013,2645,251105,251105,08/13SHP,08/19/2013,251105,100,3990,"","","",0,35.6
1,98000004770,08/19/2013,2571,251106,251106,08/13SHP,08/19/2013,251106,300,1204,"","","",0,153.08
2,98000004770,08/19/2013,2571,251106,251106,08/13SHP,08/19/2013,251106,100,1000,"","","",153.08,0
