Seq,Receipt #,post_date,other id,invoice #,header memo,batch,doc date,detail memo,fund,account,cc1,cc2,cc3,debit,credit
1,588,09/04/2013,2500,255816,255816,09/13P,09/04/2013,255816,300,1200,"","","",0,1115.0
2,588,09/04/2013,2500,255816,255816,09/13P,09/04/2013,255816,100,1000,"","","",1115.0,0
3,588,09/04/2013,2500,255816,255816,09/13P,09/04/2013,255816,300,3990,"","","",1115.0,0
4,588,09/04/2013,2500,255816,255816,09/13P,09/04/2013,255816,100,3990,"","","",0,1115.0
1,588,09/04/2013,2500,256652,256652,09/13P,09/04/2013,256652,300,1200,"","","",0,635.0
2,588,09/04/2013,2500,256652,256652,09/13P,09/04/2013,256652,100,1000,"","","",635.0,0
3,588,09/04/2013,2500,256652,256652,09/13P,09/04/2013,256652,300,3990,"","","",635.0,0
4,588,09/04/2013,2500,256652,256652,09/13P,09/04/2013,256652,100,3990,"","","",0,635.0
1,3965,09/04/2013,1594,254957,254957,09/13P,09/04/2013,254957,300,1200,"","","",0,408.0
2,3965,09/04/2013,1594,254957,254957,09/13P,09/04/2013,254957,100,1000,"","","",408.0,0
3,3965,09/04/2013,1594,254957,254957,09/13P,09/04/2013,254957,300,3990,"","","",408.0,0
4,3965,09/04/2013,1594,254957,254957,09/13P,09/04/2013,254957,100,3990,"","","",0,408.0
1,3965,09/04/2013,1594,255821,255821,09/13P,09/04/2013,255821,300,1200,"","","",0,204.0
2,3965,09/04/2013,1594,255821,255821,09/13P,09/04/2013,255821,100,1000,"","","",204.0,0
3,3965,09/04/2013,1594,255821,255821,09/13P,09/04/2013,255821,300,3990,"","","",204.0,0
4,3965,09/04/2013,1594,255821,255821,09/13P,09/04/2013,255821,100,3990,"","","",0,204.0
1,3965,09/04/2013,1594,255822,255822,09/13P,09/04/2013,255822,300,1200,"","","",0,408.0
2,3965,09/04/2013,1594,255822,255822,09/13P,09/04/2013,255822,100,1000,"","","",408.0,0
3,3965,09/04/2013,1594,255822,255822,09/13P,09/04/2013,255822,300,3990,"","","",408.0,0
4,3965,09/04/2013,1594,255822,255822,09/13P,09/04/2013,255822,100,3990,"","","",0,408.0
1,60717841,09/04/2013,2127,253883,253883,09/13HIP,09/04/2013,253883,500,1216,"","","",0,84.4
2,60717841,09/04/2013,2127,253883,253883,09/13HIP,09/04/2013,253883,100,1000,"","","",84.4,0
3,60717841,09/04/2013,2127,253883,253883,09/13HIP,09/04/2013,253883,500,3990,"","","",84.4,0
4,60717841,09/04/2013,2127,253883,253883,09/13HIP,09/04/2013,253883,100,3990,"","","",0,84.4
1,87328,09/04/2013,ELS001,236251,236251,09/13DSF,09/04/2013,236251,300,1203,"","","",0,373.39
2,87328,09/04/2013,ELS001,236251,236251,09/13DSF,09/04/2013,236251,100,1000,"","","",373.39,0
3,87328,09/04/2013,ELS001,236251,236251,09/13DSF,09/04/2013,236251,300,3990,"","","",373.39,0
4,87328,09/04/2013,ELS001,236251,236251,09/13DSF,09/04/2013,236251,100,3990,"","","",0,373.39
1,87328,09/04/2013,ELS001,237497,237497,09/13DSF,09/04/2013,237497,300,1203,"","","",0,369.76
2,87328,09/04/2013,ELS001,237497,237497,09/13DSF,09/04/2013,237497,100,1000,"","","",369.76,0
3,87328,09/04/2013,ELS001,237497,237497,09/13DSF,09/04/2013,237497,300,3990,"","","",369.76,0
4,87328,09/04/2013,ELS001,237497,237497,09/13DSF,09/04/2013,237497,100,3990,"","","",0,369.76
1,87328,09/04/2013,ELS001,238440,238440,09/13DSF,09/04/2013,238440,300,1203,"","","",0,406.0
2,87328,09/04/2013,ELS001,238440,238440,09/13DSF,09/04/2013,238440,100,1000,"","","",406.0,0
3,87328,09/04/2013,ELS001,238440,238440,09/13DSF,09/04/2013,238440,300,3990,"","","",406.0,0
4,87328,09/04/2013,ELS001,238440,238440,09/13DSF,09/04/2013,238440,100,3990,"","","",0,406.0
1,87328,09/04/2013,ELS001,239359,239359,09/13DSF,09/04/2013,239359,300,1203,"","","",0,435.0
2,87328,09/04/2013,ELS001,239359,239359,09/13DSF,09/04/2013,239359,100,1000,"","","",435.0,0
3,87328,09/04/2013,ELS001,239359,239359,09/13DSF,09/04/2013,239359,300,3990,"","","",435.0,0
4,87328,09/04/2013,ELS001,239359,239359,09/13DSF,09/04/2013,239359,100,3990,"","","",0,435.0
1,20931,09/04/2013,2234,230169,230169,09/13ELD,09/04/2013,230169,300,1209,"","","",0,213.75
2,20931,09/04/2013,2234,230169,230169,09/13ELD,09/04/2013,230169,100,1000,"","","",213.75,0
3,20931,09/04/2013,2234,230169,230169,09/13ELD,09/04/2013,230169,300,3990,"","","",213.75,0
4,20931,09/04/2013,2234,230169,230169,09/13ELD,09/04/2013,230169,100,3990,"","","",0,213.75
1,20931,09/04/2013,2234,255619,255619,09/13ELD,09/04/2013,255619,300,1209,"","","",0,116.16
2,20931,09/04/2013,2234,255619,255619,09/13ELD,09/04/2013,255619,100,1000,"","","",116.16,0
3,20931,09/04/2013,2234,255619,255619,09/13ELD,09/04/2013,255619,300,3990,"","","",116.16,0
4,20931,09/04/2013,2234,255619,255619,09/13ELD,09/04/2013,255619,100,3990,"","","",0,116.16
1,2001333723,09/04/2013,2083,255515,255515,09/13WEL,09/04/2013,255515,500,1224,"","","",0,722.4
2,2001333723,09/04/2013,2083,255515,255515,09/13WEL,09/04/2013,255515,100,1000,"","","",722.4,0
3,2001333723,09/04/2013,2083,255515,255515,09/13WEL,09/04/2013,255515,500,3990,"","","",722.4,0
4,2001333723,09/04/2013,2083,255515,255515,09/13WEL,09/04/2013,255515,100,3990,"","","",0,722.4
1,2001333723,09/04/2013,2716,255517,255517,09/13WEL,09/04/2013,255517,500,1224,"","","",0,825.6
2,2001333723,09/04/2013,2716,255517,255517,09/13WEL,09/04/2013,255517,100,1000,"","","",825.6,0
3,2001333723,09/04/2013,2716,255517,255517,09/13WEL,09/04/2013,255517,500,3990,"","","",825.6,0
4,2001333723,09/04/2013,2716,255517,255517,09/13WEL,09/04/2013,255517,100,3990,"","","",0,825.6
1,2001333723,09/04/2013,2084,255527,255527,09/13WEL,09/04/2013,255527,500,1224,"","","",0,1014.8
2,2001333723,09/04/2013,2084,255527,255527,09/13WEL,09/04/2013,255527,100,1000,"","","",1014.8,0
3,2001333723,09/04/2013,2084,255527,255527,09/13WEL,09/04/2013,255527,500,3990,"","","",1014.8,0
4,2001333723,09/04/2013,2084,255527,255527,09/13WEL,09/04/2013,255527,100,3990,"","","",0,1014.8
1,2001333723,09/04/2013,2726,255531,255531,09/13WEL,09/04/2013,255531,500,1224,"","","",0,619.2
2,2001333723,09/04/2013,2726,255531,255531,09/13WEL,09/04/2013,255531,100,1000,"","","",619.2,0
3,2001333723,09/04/2013,2726,255531,255531,09/13WEL,09/04/2013,255531,500,3990,"","","",619.2,0
4,2001333723,09/04/2013,2726,255531,255531,09/13WEL,09/04/2013,255531,100,3990,"","","",0,619.2
1,2001333723,09/04/2013,2727,255535,255535,09/13WEL,09/04/2013,255535,500,1224,"","","",0,361.2
2,2001333723,09/04/2013,2727,255535,255535,09/13WEL,09/04/2013,255535,100,1000,"","","",361.2,0
3,2001333723,09/04/2013,2727,255535,255535,09/13WEL,09/04/2013,255535,500,3990,"","","",361.2,0
4,2001333723,09/04/2013,2727,255535,255535,09/13WEL,09/04/2013,255535,100,3990,"","","",0,361.2
1,2001333723,09/04/2013,2728,255539,255539,09/13WEL,09/04/2013,255539,500,1224,"","","",0,344.0
2,2001333723,09/04/2013,2728,255539,255539,09/13WEL,09/04/2013,255539,100,1000,"","","",344.0,0
3,2001333723,09/04/2013,2728,255539,255539,09/13WEL,09/04/2013,255539,500,3990,"","","",344.0,0
4,2001333723,09/04/2013,2728,255539,255539,09/13WEL,09/04/2013,255539,100,3990,"","","",0,344.0
1,60717958,09/04/2013,1850,254601,254601,09/13EMB,09/04/2013,254601,300,1212,"","","",0,1417.92
2,60717958,09/04/2013,1850,254601,254601,09/13EMB,09/04/2013,254601,100,1000,"","","",1417.92,0
3,60717958,09/04/2013,1850,254601,254601,09/13EMB,09/04/2013,254601,300,3990,"","","",1417.92,0
4,60717958,09/04/2013,1850,254601,254601,09/13EMB,09/04/2013,254601,100,3990,"","","",0,1417.92
1,60717958,09/04/2013,1762,254602,254602,09/13EMB,09/04/2013,254602,300,1212,"","","",0,1197.0
2,60717958,09/04/2013,1762,254602,254602,09/13EMB,09/04/2013,254602,100,1000,"","","",1197.0,0
3,60717958,09/04/2013,1762,254602,254602,09/13EMB,09/04/2013,254602,300,3990,"","","",1197.0,0
4,60717958,09/04/2013,1762,254602,254602,09/13EMB,09/04/2013,254602,100,3990,"","","",0,1197.0
1,60717958,09/04/2013,1958,254603,254603,09/13EMB,09/04/2013,254603,300,1212,"","","",0,1417.92
2,60717958,09/04/2013,1958,254603,254603,09/13EMB,09/04/2013,254603,100,1000,"","","",1417.92,0
3,60717958,09/04/2013,1958,254603,254603,09/13EMB,09/04/2013,254603,300,3990,"","","",1417.92,0
