Seq,Receipt #,post_date,other id,invoice #,header memo,batch,doc date,detail memo,fund,account,cc1,cc2,cc3,debit,credit
1,95000139281,07/29/2013,2794,248806,248806,07/13HFS,07/29/2013,248806,500,1218,"","","",0,337.6
2,95000139281,07/29/2013,2794,248806,248806,07/13HFS,07/29/2013,248806,100,1000,"","","",337.6,0
3,95000139281,07/29/2013,2794,248806,248806,07/13HFS,07/29/2013,248806,500,3990,"","","",337.6,0
4,95000139281,07/29/2013,2794,248806,248806,07/13HFS,07/29/2013,248806,100,3990,"","","",0,337.6
1,95000139281,07/29/2013,2004,248808,248808,07/13HFS,07/29/2013,248808,500,1218,"","","",0,844.0
2,95000139281,07/29/2013,2004,248808,248808,07/13HFS,07/29/2013,248808,100,1000,"","","",844.0,0
3,95000139281,07/29/2013,2004,248808,248808,07/13HFS,07/29/2013,248808,500,3990,"","","",844.0,0
4,95000139281,07/29/2013,2004,248808,248808,07/13HFS,07/29/2013,248808,100,3990,"","","",0,844.0
1,95000139281,07/29/2013,2763,248834,248834,07/13HFS,07/29/2013,248834,500,1218,"","","",0,1181.6
2,95000139281,07/29/2013,2763,248834,248834,07/13HFS,07/29/2013,248834,100,1000,"","","",1181.6,0
3,95000139281,07/29/2013,2763,248834,248834,07/13HFS,07/29/2013,248834,500,3990,"","","",1181.6,0
4,95000139281,07/29/2013,2763,248834,248834,07/13HFS,07/29/2013,248834,100,3990,"","","",0,1181.6
1,95000139281,07/29/2013,2808,248840,248840,07/13HFS,07/29/2013,248840,500,1218,"","","",0,1147.84
2,95000139281,07/29/2013,2808,248840,248840,07/13HFS,07/29/2013,248840,100,1000,"","","",1147.84,0
3,95000139281,07/29/2013,2808,248840,248840,07/13HFS,07/29/2013,248840,500,3990,"","","",1147.84,0
4,95000139281,07/29/2013,2808,248840,248840,07/13HFS,07/29/2013,248840,100,3990,"","","",0,1147.84
1,98000004514,07/29/2013,2599,247273,247273,07/13SHP,07/29/2013,247273,300,1204,"","","",0,1196.16
2,98000004514,07/29/2013,2599,247273,247273,07/13SHP,07/29/2013,247273,100,1000,"","","",1196.16,0
3,98000004514,07/29/2013,2599,247273,247273,07/13SHP,07/29/2013,247273,300,3990,"","","",1196.16,0
4,98000004514,07/29/2013,2599,247273,247273,07/13SHP,07/29/2013,247273,100,3990,"","","",0,1196.16
1,98000004514,07/29/2013,2645,247274,247274,07/13SHP,07/29/2013,247274,300,1204,"","","",0,128.16
2,98000004514,07/29/2013,2645,247274,247274,07/13SHP,07/29/2013,247274,100,1000,"","","",128.16,0
3,98000004514,07/29/2013,2645,247274,247274,07/13SHP,07/29/2013,247274,300,3990,"","","",128.16,0
4,98000004514,07/29/2013,2645,247274,247274,07/13SHP,07/29/2013,247274,100,3990,"","","",0,128.16
1,98000004514,07/29/2013,2645,247275,247275,07/13SHP,07/29/2013,247275,300,1204,"","","",0,256.32
2,98000004514,07/29/2013,2645,247275,247275,07/13SHP,07/29/2013,247275,100,1000,"","","",256.32,0
3,98000004514,07/29/2013,2645,247275,247275,07/13SHP,07/29/2013,247275,300,3990,"","","",256.32,0
4,98000004514,07/29/2013,2645,247275,247275,07/13SHP,07/29/2013,247275,100,3990,"","","",0,256.32
1,98000004514,07/29/2013,2571,247276,247276,07/13SHP,07/29/2013,247276,300,1204,"","","",0,85.44
2,98000004514,07/29/2013,2571,247276,247276,07/13SHP,07/29/2013,247276,100,1000,"","","",85.44,0
3,98000004514,07/29/2013,2571,247276,247276,07/13SHP,07/29/2013,247276,300,3990,"","","",85.44,0
4,98000004514,07/29/2013,2571,247276,247276,07/13SHP,07/29/2013,247276,100,3990,"","","",0,85.44
