Seq,Receipt #,post_date,other id,invoice #,header memo,batch,doc date,detail memo,fund,account,cc1,cc2,cc3,debit,credit
1,95000146431,08/12/2013,2004,251768,251768,08/13HFS,08/12/2013,251768,500,1218,"","","",0,844.0
2,95000146431,08/12/2013,2004,251768,251768,08/13HFS,08/12/2013,251768,100,1000,"","","",844.0,0
3,95000146431,08/12/2013,2004,251768,251768,08/13HFS,08/12/2013,251768,500,3990,"","","",844.0,0
4,95000146431,08/12/2013,2004,251768,251768,08/13HFS,08/12/2013,251768,100,3990,"","","",0,844.0
1,95000146431,08/12/2013,2938,251789,251789,08/13HFS,08/12/2013,251789,500,1218,"","","",0,675.2
2,95000146431,08/12/2013,2938,251789,251789,08/13HFS,08/12/2013,251789,100,1000,"","","",675.2,0
3,95000146431,08/12/2013,2938,251789,251789,08/13HFS,08/12/2013,251789,500,3990,"","","",675.2,0
4,95000146431,08/12/2013,2938,251789,251789,08/13HFS,08/12/2013,251789,100,3990,"","","",0,675.2
1,95000146431,08/12/2013,2763,251797,251797,08/13HFS,08/12/2013,251797,500,1218,"","","",0,1181.6
2,95000146431,08/12/2013,2763,251797,251797,08/13HFS,08/12/2013,251797,100,1000,"","","",1181.6,0
3,95000146431,08/12/2013,2763,251797,251797,08/13HFS,08/12/2013,251797,500,3990,"","","",1181.6,0
4,95000146431,08/12/2013,2763,251797,251797,08/13HFS,08/12/2013,251797,100,3990,"","","",0,1181.6
1,95000146431,08/12/2013,2808,251805,251805,08/13HFS,08/12/2013,251805,500,1218,"","","",0,607.68
2,95000146431,08/12/2013,2808,251805,251805,08/13HFS,08/12/2013,251805,100,1000,"","","",607.68,0
3,95000146431,08/12/2013,2808,251805,251805,08/13HFS,08/12/2013,251805,500,3990,"","","",607.68,0
4,95000146431,08/12/2013,2808,251805,251805,08/13HFS,08/12/2013,251805,100,3990,"","","",0,607.68
1,98000004687,08/12/2013,1735,249000,249000,08/13SHP,08/12/2013,249000,300,1204,"","","",0,42.72
2,98000004687,08/12/2013,1735,249000,249000,08/13SHP,08/12/2013,249000,100,1000,"","","",42.72,0
3,98000004687,08/12/2013,1735,249000,249000,08/13SHP,08/12/2013,249000,300,3990,"","","",42.72,0
4,98000004687,08/12/2013,1735,249000,249000,08/13SHP,08/12/2013,249000,100,3990,"","","",0,42.72
1,98000004687,08/12/2013,2599,249009,249009,08/13SHP,08/12/2013,249009,300,1204,"","","",0,341.76
2,98000004687,08/12/2013,2599,249009,249009,08/13SHP,08/12/2013,249009,100,1000,"","","",341.76,0
3,98000004687,08/12/2013,2599,249009,249009,08/13SHP,08/12/2013,249009,300,3990,"","","",341.76,0
4,98000004687,08/12/2013,2599,249009,249009,08/13SHP,08/12/2013,249009,100,3990,"","","",0,341.76
1,98000004687,08/12/2013,2571,249012,249012,08/13SHP,08/12/2013,249012,300,1204,"","","",0,199.36
2,98000004687,08/12/2013,2571,249012,249012,08/13SHP,08/12/2013,249012,100,1000,"","","",199.36,0
3,98000004687,08/12/2013,2571,249012,249012,08/13SHP,08/12/2013,249012,300,3990,"","","",199.36,0
4,98000004687,08/12/2013,2571,249012,249012,08/13SHP,08/12/2013,249012,100,3990,"","","",0,199.36
1,98000004687,08/12/2013,2202,249019,249019,08/13SHP,08/12/2013,249019,300,1204,"","","",0,142.4
2,98000004687,08/12/2013,2202,249019,249019,08/13SHP,08/12/2013,249019,100,1000,"","","",142.4,0
3,98000004687,08/12/2013,2202,249019,249019,08/13SHP,08/12/2013,249019,300,3990,"","","",142.4,0
4,98000004687,08/12/2013,2202,249019,249019,08/13SHP,08/12/2013,249019,100,3990,"","","",0,142.4
1,98000004687,08/12/2013,1657,249022,249022,08/13SHP,08/12/2013,249022,300,1204,"","","",0,569.6
2,98000004687,08/12/2013,1657,249022,249022,08/13SHP,08/12/2013,249022,100,1000,"","","",569.6,0
3,98000004687,08/12/2013,1657,249022,249022,08/13SHP,08/12/2013,249022,300,3990,"","","",569.6,0
4,98000004687,08/12/2013,1657,249022,249022,08/13SHP,08/12/2013,249022,100,3990,"","","",0,569.6
1,98000004687,08/12/2013,1818,249029,249029,08/13SHP,08/12/2013,249029,300,1204,"","","",0,71.2
2,98000004687,08/12/2013,1818,249029,249029,08/13SHP,08/12/2013,249029,100,1000,"","","",71.2,0
3,98000004687,08/12/2013,1818,249029,249029,08/13SHP,08/12/2013,249029,300,3990,"","","",71.2,0
4,98000004687,08/12/2013,1818,249029,249029,08/13SHP,08/12/2013,249029,100,3990,"","","",0,71.2
1,98000004687,08/12/2013,2632,249039,249039,08/13SHP,08/12/2013,249039,300,1204,"","","",0,669.28
2,98000004687,08/12/2013,2632,249039,249039,08/13SHP,08/12/2013,249039,100,1000,"","","",669.28,0
3,98000004687,08/12/2013,2632,249039,249039,08/13SHP,08/12/2013,249039,300,3990,"","","",669.28,0
4,98000004687,08/12/2013,2632,249039,249039,08/13SHP,08/12/2013,249039,100,3990,"","","",0,669.28
1,98000004687,08/12/2013,2733,249050,249050,08/13SHP,08/12/2013,249050,300,1204,"","","",0,113.92
2,98000004687,08/12/2013,2733,249050,249050,08/13SHP,08/12/2013,249050,100,1000,"","","",113.92,0
3,98000004687,08/12/2013,2733,249050,249050,08/13SHP,08/12/2013,249050,300,3990,"","","",113.92,0
4,98000004687,08/12/2013,2733,249050,249050,08/13SHP,08/12/2013,249050,100,3990,"","","",0,113.92
1,98000004687,08/12/2013,2600,249060,249060,08/13SHP,08/12/2013,249060,300,1204,"","","",0,854.4
2,98000004687,08/12/2013,2600,249060,249060,08/13SHP,08/12/2013,249060,100,1000,"","","",854.4,0
3,98000004687,08/12/2013,2600,249060,249060,08/13SHP,08/12/2013,249060,300,3990,"","","",854.4,0
4,98000004687,08/12/2013,2600,249060,249060,08/13SHP,08/12/2013,249060,100,3990,"","","",0,854.4
1,98000004687,08/12/2013,2646,249065,249065,08/13SHP,08/12/2013,249065,300,1204,"","","",0,569.6
2,98000004687,08/12/2013,2646,249065,249065,08/13SHP,08/12/2013,249065,100,1000,"","","",569.6,0
3,98000004687,08/12/2013,2646,249065,249065,08/13SHP,08/12/2013,249065,300,3990,"","","",569.6,0
4,98000004687,08/12/2013,2646,249065,249065,08/13SHP,08/12/2013,249065,100,3990,"","","",0,569.6
1,98000004687,08/12/2013,2595,249072,249072,08/13SHP,08/12/2013,249072,300,1204,"","","",0,1000.0
2,98000004687,08/12/2013,2595,249072,249072,08/13SHP,08/12/2013,249072,100,1000,"","","",1000.0,0
3,98000004687,08/12/2013,2595,249072,249072,08/13SHP,08/12/2013,249072,300,3990,"","","",1000.0,0
4,98000004687,08/12/2013,2595,249072,249072,08/13SHP,08/12/2013,249072,100,3990,"","","",0,1000.0
1,98000004687,08/12/2013,1735,250210,250210,08/13SHP,08/12/2013,250210,300,1204,"","","",0,56.96
2,98000004687,08/12/2013,1735,250210,250210,08/13SHP,08/12/2013,250210,100,1000,"","","",56.96,0
3,98000004687,08/12/2013,1735,250210,250210,08/13SHP,08/12/2013,250210,300,3990,"","","",56.96,0
4,98000004687,08/12/2013,1735,250210,250210,08/13SHP,08/12/2013,250210,100,3990,"","","",0,56.96
1,98000004687,08/12/2013,1967,250211,250211,08/13SHP,08/12/2013,250211,300,1204,"","","",0,683.52
2,98000004687,08/12/2013,1967,250211,250211,08/13SHP,08/12/2013,250211,100,1000,"","","",683.52,0
3,98000004687,08/12/2013,1967,250211,250211,08/13SHP,08/12/2013,250211,300,3990,"","","",683.52,0
