Seq,Receipt #,post_date,other id,invoice #,header memo,batch,doc date,detail memo,fund,account,cc1,cc2,cc3,debit,credit
1,41755,08/16/2013,2128,253886,253886,08/13MPH,08/16/2013,253886,500,1217,"","","",0,514.5
2,41755,08/16/2013,2128,253886,253886,08/13MPH,08/16/2013,253886,100,1000,"","","",514.5,0
3,41755,08/16/2013,2128,253886,253886,08/13MPH,08/16/2013,253886,500,3990,"","","",514.5,0
4,41755,08/16/2013,2128,253886,253886,08/13MPH,08/16/2013,253886,100,3990,"","","",0,514.5
1,41755,08/16/2013,2442,253887,253887,08/13MPH,08/16/2013,253887,500,1217,"","","",0,2881.2
2,41755,08/16/2013,2442,253887,253887,08/13MPH,08/16/2013,253887,100,1000,"","","",2881.2,0
3,41755,08/16/2013,2442,253887,253887,08/13MPH,08/16/2013,253887,500,3990,"","","",2881.2,0
4,41755,08/16/2013,2442,253887,253887,08/13MPH,08/16/2013,253887,100,3990,"","","",0,2881.2
1,41755,08/16/2013,1984,253889,253889,08/13MPH,08/16/2013,253889,500,1217,"","","",0,823.2
2,41755,08/16/2013,1984,253889,253889,08/13MPH,08/16/2013,253889,100,1000,"","","",823.2,0
3,41755,08/16/2013,1984,253889,253889,08/13MPH,08/16/2013,253889,500,3990,"","","",823.2,0
4,41755,08/16/2013,1984,253889,253889,08/13MPH,08/16/2013,253889,100,3990,"","","",0,823.2
1,41755,08/16/2013,1985,253890,253890,08/13MPH,08/16/2013,253890,500,1217,"","","",0,1200.5
2,41755,08/16/2013,1985,253890,253890,08/13MPH,08/16/2013,253890,100,1000,"","","",1200.5,0
3,41755,08/16/2013,1985,253890,253890,08/13MPH,08/16/2013,253890,500,3990,"","","",1200.5,0
4,41755,08/16/2013,1985,253890,253890,08/13MPH,08/16/2013,253890,100,3990,"","","",0,1200.5
1,41755,08/16/2013,1988,253891,253891,08/13MPH,08/16/2013,253891,500,1217,"","","",0,137.2
2,41755,08/16/2013,1988,253891,253891,08/13MPH,08/16/2013,253891,100,1000,"","","",137.2,0
3,41755,08/16/2013,1988,253891,253891,08/13MPH,08/16/2013,253891,500,3990,"","","",137.2,0
4,41755,08/16/2013,1988,253891,253891,08/13MPH,08/16/2013,253891,100,3990,"","","",0,137.2
1,41755,08/16/2013,2193,253892,253892,08/13MPH,08/16/2013,253892,500,1217,"","","",0,428.75
2,41755,08/16/2013,2193,253892,253892,08/13MPH,08/16/2013,253892,100,1000,"","","",428.75,0
3,41755,08/16/2013,2193,253892,253892,08/13MPH,08/16/2013,253892,500,3990,"","","",428.75,0
4,41755,08/16/2013,2193,253892,253892,08/13MPH,08/16/2013,253892,100,3990,"","","",0,428.75
1,41755,08/16/2013,1989,253893,253893,08/13MPH,08/16/2013,253893,500,1217,"","","",0,480.2
2,41755,08/16/2013,1989,253893,253893,08/13MPH,08/16/2013,253893,100,1000,"","","",480.2,0
3,41755,08/16/2013,1989,253893,253893,08/13MPH,08/16/2013,253893,500,3990,"","","",480.2,0
4,41755,08/16/2013,1989,253893,253893,08/13MPH,08/16/2013,253893,100,3990,"","","",0,480.2
1,45373,08/16/2013,2886,248887,248887,08/13MPH,08/16/2013,248887,500,1217,"","","",0,1097.6
2,45373,08/16/2013,2886,248887,248887,08/13MPH,08/16/2013,248887,100,1000,"","","",1097.6,0
3,45373,08/16/2013,2886,248887,248887,08/13MPH,08/16/2013,248887,500,3990,"","","",1097.6,0
4,45373,08/16/2013,2886,248887,248887,08/13MPH,08/16/2013,248887,100,3990,"","","",0,1097.6
1,45373,08/16/2013,2886,250054,250054,08/13MPH,08/16/2013,250054,500,1217,"","","",0,823.2
2,45373,08/16/2013,2886,250054,250054,08/13MPH,08/16/2013,250054,100,1000,"","","",823.2,0
3,45373,08/16/2013,2886,250054,250054,08/13MPH,08/16/2013,250054,500,3990,"","","",823.2,0
4,45373,08/16/2013,2886,250054,250054,08/13MPH,08/16/2013,250054,100,3990,"","","",0,823.2
1,45373,08/16/2013,2886,250966,250966,08/13MPH,08/16/2013,250966,500,1217,"","","",0,960.4
2,45373,08/16/2013,2886,250966,250966,08/13MPH,08/16/2013,250966,100,1000,"","","",960.4,0
3,45373,08/16/2013,2886,250966,250966,08/13MPH,08/16/2013,250966,500,3990,"","","",960.4,0
4,45373,08/16/2013,2886,250966,250966,08/13MPH,08/16/2013,250966,100,3990,"","","",0,960.4
1,45373,08/16/2013,2886,251845,251845,08/13MPH,08/16/2013,251845,500,1217,"","","",0,686.0
2,45373,08/16/2013,2886,251845,251845,08/13MPH,08/16/2013,251845,100,1000,"","","",686.0,0
3,45373,08/16/2013,2886,251845,251845,08/13MPH,08/16/2013,251845,500,3990,"","","",686.0,0
4,45373,08/16/2013,2886,251845,251845,08/13MPH,08/16/2013,251845,100,3990,"","","",0,686.0
1,45373,08/16/2013,2886,252706,252706,08/13MPH,08/16/2013,252706,500,1217,"","","",0,960.4
2,45373,08/16/2013,2886,252706,252706,08/13MPH,08/16/2013,252706,100,1000,"","","",960.4,0
3,45373,08/16/2013,2886,252706,252706,08/13MPH,08/16/2013,252706,500,3990,"","","",960.4,0
4,45373,08/16/2013,2886,252706,252706,08/13MPH,08/16/2013,252706,100,3990,"","","",0,960.4
1,45373,08/16/2013,2949,252713,252713,08/13MPH,08/16/2013,252713,500,1217,"","","",0,514.5
2,45373,08/16/2013,2949,252713,252713,08/13MPH,08/16/2013,252713,100,1000,"","","",514.5,0
