Seq,Receipt #,post_date,other id,invoice #,header memo,batch,doc date,detail memo,fund,account,cc1,cc2,cc3,debit,credit
1,5495,09/06/2013,2002215,255817,255817,08/13P,09/06/2013,255817,300,1200,"","","",0,192.0
2,5495,09/06/2013,2002215,255817,255817,08/13P,09/06/2013,255817,100,1000,"","","",192.0,0
3,5495,09/06/2013,2002215,255817,255817,08/13P,09/06/2013,255817,300,3990,"","","",192.0,0
4,5495,09/06/2013,2002215,255817,255817,08/13P,09/06/2013,255817,100,3990,"","","",0,192.0
1,5495,09/06/2013,2002215,256654,256654,08/13P,09/06/2013,256654,300,1200,"","","",0,318.13
2,5495,09/06/2013,2002215,256654,256654,08/13P,09/06/2013,256654,100,1000,"","","",318.13,0
3,5495,09/06/2013,2002215,256654,256654,08/13P,09/06/2013,256654,300,3990,"","","",318.13,0
4,5495,09/06/2013,2002215,256654,256654,08/13P,09/06/2013,256654,100,3990,"","","",0,318.13
1,366,09/06/2013,2346,256660,256660,08/13P,09/06/2013,256660,300,1200,"","","",0,210.5
2,366,09/06/2013,2346,256660,256660,08/13P,09/06/2013,256660,100,1000,"","","",210.5,0
3,366,09/06/2013,2346,256660,256660,08/13P,09/06/2013,256660,300,3990,"","","",210.5,0
4,366,09/06/2013,2346,256660,256660,08/13P,09/06/2013,256660,100,3990,"","","",0,210.5
1,3929,09/06/2013,2428,254088,254088,08/13P,09/06/2013,254088,300,1200,"","","",0,1410.5
2,3929,09/06/2013,2428,254088,254088,08/13P,09/06/2013,254088,100,1000,"","","",1410.5,0
3,3929,09/06/2013,2428,254088,254088,08/13P,09/06/2013,254088,300,3990,"","","",1410.5,0
4,3929,09/06/2013,2428,254088,254088,08/13P,09/06/2013,254088,100,3990,"","","",0,1410.5
1,3929,09/06/2013,2428,254089,254089,08/13P,09/06/2013,254089,300,1200,"","","",0,589.0
2,3929,09/06/2013,2428,254089,254089,08/13P,09/06/2013,254089,100,1000,"","","",589.0,0
3,3929,09/06/2013,2428,254089,254089,08/13P,09/06/2013,254089,300,3990,"","","",589.0,0
4,3929,09/06/2013,2428,254089,254089,08/13P,09/06/2013,254089,100,3990,"","","",0,589.0
1,3314,09/06/2013,2002664,254966,254966,08/13P,09/06/2013,254966,300,1200,"","","",0,1338.0
2,3314,09/06/2013,2002664,254966,254966,08/13P,09/06/2013,254966,100,1000,"","","",1338.0,0
3,3314,09/06/2013,2002664,254966,254966,08/13P,09/06/2013,254966,300,3990,"","","",1338.0,0
4,3314,09/06/2013,2002664,254966,254966,08/13P,09/06/2013,254966,100,3990,"","","",0,1338.0
1,3314,09/06/2013,2002664,255831,255831,08/13P,09/06/2013,255831,300,1200,"","","",0,1338.0
2,3314,09/06/2013,2002664,255831,255831,08/13P,09/06/2013,255831,100,1000,"","","",1338.0,0
3,3314,09/06/2013,2002664,255831,255831,08/13P,09/06/2013,255831,300,3990,"","","",1338.0,0
4,3314,09/06/2013,2002664,255831,255831,08/13P,09/06/2013,255831,100,3990,"","","",0,1338.0
1,365,09/06/2013,2346,255823,255823,08/13P,09/06/2013,255823,300,1200,"","","",0,102.0
2,365,09/06/2013,2346,255823,255823,08/13P,09/06/2013,255823,100,1000,"","","",102.0,0
3,365,09/06/2013,2346,255823,255823,08/13P,09/06/2013,255823,300,3990,"","","",102.0,0
4,365,09/06/2013,2346,255823,255823,08/13P,09/06/2013,255823,100,3990,"","","",0,102.0
1,3696,09/06/2013,1594,256659,256659,08/13P,09/06/2013,256659,300,1200,"","","",0,204.0
2,3696,09/06/2013,1594,256659,256659,08/13P,09/06/2013,256659,100,1000,"","","",204.0,0
3,3696,09/06/2013,1594,256659,256659,08/13P,09/06/2013,256659,300,3990,"","","",204.0,0
4,3696,09/06/2013,1594,256659,256659,08/13P,09/06/2013,256659,100,3990,"","","",0,204.0
1,2001334802,09/06/2013,2344,254638,254638,08/13WEL,09/06/2013,254638,500,1224,"","","",0,120.4
2,2001334802,09/06/2013,2344,254638,254638,08/13WEL,09/06/2013,254638,100,1000,"","","",120.4,0
3,2001334802,09/06/2013,2344,254638,254638,08/13WEL,09/06/2013,254638,500,3990,"","","",120.4,0
4,2001334802,09/06/2013,2344,254638,254638,08/13WEL,09/06/2013,254638,100,3990,"","","",0,120.4
1,2001334802,09/06/2013,2344,255507,255507,08/13WEL,09/06/2013,255507,500,1224,"","","",0,842.8
2,2001334802,09/06/2013,2344,255507,255507,08/13WEL,09/06/2013,255507,100,1000,"","","",842.8,0
3,2001334802,09/06/2013,2344,255507,255507,08/13WEL,09/06/2013,255507,500,3990,"","","",842.8,0
4,2001334802,09/06/2013,2344,255507,255507,08/13WEL,09/06/2013,255507,100,3990,"","","",0,842.8
1,2001334802,09/06/2013,2713,253914,253914,08/13WEL,09/06/2013,253914,500,1224,"","","",0,1444.8
2,2001334802,09/06/2013,2713,253914,253914,08/13WEL,09/06/2013,253914,100,1000,"","","",1444.8,0
3,2001334802,09/06/2013,2713,253914,253914,08/13WEL,09/06/2013,253914,500,3990,"","","",1444.8,0
4,2001334802,09/06/2013,2713,253914,253914,08/13WEL,09/06/2013,253914,100,3990,"","","",0,1444.8
1,2001334802,09/06/2013,2957,253928,253928,08/13WEL,09/06/2013,253928,500,1224,"","","",0,481.6
2,2001334802,09/06/2013,2957,253928,253928,08/13WEL,09/06/2013,253928,100,1000,"","","",481.6,0
3,2001334802,09/06/2013,2957,253928,253928,08/13WEL,09/06/2013,253928,500,3990,"","","",481.6,0
4,2001334802,09/06/2013,2957,253928,253928,08/13WEL,09/06/2013,253928,100,3990,"","","",0,481.6
1,2001334802,09/06/2013,2741,253931,253931,08/13WEL,09/06/2013,253931,500,1224,"","","",0,172.0
2,2001334802,09/06/2013,2741,253931,253931,08/13WEL,09/06/2013,253931,100,1000,"","","",172.0,0
3,2001334802,09/06/2013,2741,253931,253931,08/13WEL,09/06/2013,253931,500,3990,"","","",172.0,0
4,2001334802,09/06/2013,2741,253931,253931,08/13WEL,09/06/2013,253931,100,3990,"","","",0,172.0
1,2001334802,09/06/2013,2741,253930,253930,08/13WEL,09/06/2013,253930,500,1224,"","","",0,688.0
2,2001334802,09/06/2013,2741,253930,253930,08/13WEL,09/06/2013,253930,100,1000,"","","",688.0,0
3,2001334802,09/06/2013,2741,253930,253930,08/13WEL,09/06/2013,253930,500,3990,"","","",688.0,0
